"id","package_item_A","package_item_B","package_item_C","package_project_name","package_technology","package_coordinator","package_country","registration_surveyid","registration_survey_deviceimei","registration_survey_start","registration_survey_end","registration_district","registration_village","registration_qst101","registration_gender","registration_age","registration_whocontrolstheincome","registration_whocontrolstheincome_oth","registration_farm_geo_longitude","registration_farm_geo_latitude","registration_farm_geo_elevation","registration_farm_geo_gps_precision","d9map_surveyid","d9map_survey_deviceimei","d9map_survey_start","d9map_survey_end","d9map_generalappearanc_pos","d9map_generalappearanc_neg","d9map_plantheightabove_pos","d9map_plantheightabove_neg","d9map_suitabilitysoils_pos","d9map_suitabilitysoils_neg","d9map_overallbest9map_pos","d9map_overallbest9map_neg","d9map_xticbestclon9map","d9map_xticbestclon9map_oth","d9map_farm_geo_longitude","d9map_farm_geo_latitude","d9map_farm_geo_elevation","d9map_farm_geo_gps_precision","d6map_surveyid","d6map_survey_deviceimei","d6map_survey_start","d6map_survey_end","d6map_stemappear6map_pos","d6map_stemappear6map_neg","d6map_branchhabit_pos","d6map_branchhabit_neg","d6map_generalappearanc_pos","d6map_generalappearanc_neg","d6map_overperfclon6map","d6map_overallclone6map","d6map_overallclone6map_oth","d6map_photo6map1","d6map_photo6map2","d6map_farm_geo_longitude","d6map_farm_geo_latitude","d6map_farm_geo_elevation","d6map_farm_geo_gps_precision","d3map_surveyid","d3map_survey_deviceimei","d3map_survey_start","d3map_survey_end","d3map_aboutpestresis_pos","d3map_aboutpestresis_neg","d3map_aboutdiseaseres_pos","d3map_aboutdiseaseres_neg","d3map_aboutvigor_pos","d3map_aboutvigor_neg","d3map_overallperfclone","d3map_cloneperformance","d3map_cloneperformance_oth","d3map_farm_geo_longitude","d3map_farm_geo_latitude","d3map_farm_geo_elevation","d3map_farm_geo_gps_precision","d1map_surveyid","d1map_survey_deviceimei","d1map_survey_start","d1map_survey_end","d1map_plantingdate","d1map_fieldslope","d1map_soilquality","d1map_soiltexture","d1map_germination_pos","d1map_germination_neg","d1map_reasongermworst","d1map_reasongermbest","d1map_vigor_pos","d1map_vigor_neg","d1map_reasonvigorbest","d1map_reasonvigorworst","d1map_generalappearanc_pos","d1map_generalappearanc_neg","d1map_reasongappbest","d1map_reasongappworst","d1map_useimpvar","d1map_acessextension","d1map_accessplantmat","d1map_stemreplacement","d1map_farm_geo_longitude","d1map_farm_geo_latitude","d1map_farm_geo_elevation","d1map_farm_geo_gps_precision","X12map_harvest_field_surveyid","X12map_harvest_field_survey_deviceimei","X12map_harvest_field_survey_start","X12map_harvest_field_qst101","X12map_harvest_field_stemquality_pos","X12map_harvest_field_stemquality_neg","X12map_harvest_field_rootshapes_pos","X12map_harvest_field_rootshapes_neg","X12map_harvest_field_rootofsize_pos","X12map_harvest_field_rootofsize_neg","X12map_harvest_field_rootyieldcass_pos","X12map_harvest_field_rootyieldcass_neg","X12map_harvest_field_diseaseresistanc_pos","X12map_harvest_field_diseaseresistanc_neg","X12map_harvest_field_rootcotcolor_pos","X12map_harvest_field_rootcotcolor_neg","X12map_harvest_field_overallrootlike_pos","X12map_harvest_field_overallrootlike_neg","X12map_harvest_field_overalperfharvst_pos","X12map_harvest_field_overalperfharvst_neg","X12map_harvest_field_overallscoreharv","X12map_harvest_field_perf_perfmlocalharvst_1","X12map_harvest_field_perf_perfmlocalharvst_2","X12map_harvest_field_perf_perfmlocalharvst_3","X12map_harvest_field_survey_end","X12map_harvest_field_farm_geo_longitude","X12map_harvest_field_farm_geo_latitude","X12map_harvest_field_farm_geo_elevation","X12map_harvest_field_farm_geo_gps_precision","X12map_flour_based_meal_surveyid","X12map_flour_based_meal_survey_deviceimei","X12map_flour_based_meal_survey_start","X12map_flour_based_meal_qst101","X12map_flour_based_meal_easedrying_pos","X12map_flour_based_meal_easedrying_neg","X12map_flour_based_meal_easemingling_pos","X12map_flour_based_meal_easemingling_neg","X12map_flour_based_meal_stickinesspaste_pos","X12map_flour_based_meal_stickinesspaste_neg","X12map_flour_based_meal_tastecasspaste_pos","X12map_flour_based_meal_tastecasspaste_neg","X12map_flour_based_meal_texturepaste_pos","X12map_flour_based_meal_texturepaste_neg","X12map_flour_based_meal_colorcasspaste_pos","X12map_flour_based_meal_colorcasspaste_neg","X12map_flour_based_meal_overalpastelike_pos","X12map_flour_based_meal_overalpastelike_neg","X12map_flour_based_meal_overalperfoflour_pos","X12map_flour_based_meal_overalperfoflour_neg","X12map_flour_based_meal_scoreperfomflour","X12map_flour_based_meal_perf_overalperflocal_1","X12map_flour_based_meal_perf_overalperflocal_2","X12map_flour_based_meal_perf_overalperflocal_3","X12map_flour_based_meal_choicreplantflou_pos","X12map_flour_based_meal_choicreplantflou_neg","X12map_flour_based_meal_survey_end","X12map_boiledroots_surveyid","X12map_boiledroots_survey_deviceimei","X12map_boiledroots_survey_start","X12map_boiledroots_qst101","X12map_boiledroots_easepeeling_pos","X12map_boiledroots_easepeeling_neg","X12map_boiledroots_cookingtime_pos","X12map_boiledroots_cookingtime_neg","X12map_boiledroots_mealiness_pos","X12map_boiledroots_mealiness_neg","X12map_boiledroots_cookedtaste_pos","X12map_boiledroots_cookedtaste_neg","X12map_boiledroots_softness_pos","X12map_boiledroots_softness_neg","X12map_boiledroots_fibrousness_pos","X12map_boiledroots_fibrousness_neg","X12map_boiledroots_overalboiledroot_pos","X12map_boiledroots_overalboiledroot_neg","X12map_boiledroots_overallperf_pos","X12map_boiledroots_overallperf_neg","X12map_boiledroots_scoreperformboil","X12map_boiledroots_perf_performlocal_1","X12map_boiledroots_perf_performlocal_2","X12map_boiledroots_perf_performlocal_3","X12map_boiledroots_choicreplantboil_pos","X12map_boiledroots_choicreplantboil_neg","X12map_boiledroots_survey_end"
84,"UG120124","UG120193","UG120024 ","NaCRRI02","Nextgen IITA clones","Robert Kawuki","UG","47d1a1b1-6c06-49e5-885e-dcc29bf2c2bc",359027091121525,"2019-04-30 14:27:10","2019-04-30 18:39:53","Arua","Anguru",84,"Female",40,"Male",NA,30.93909,2.827038,1115.1,4.9,"4741858a-76d5-4feb-9c19-00db581e751b",357828104145142,"2020-02-28 13:15:13","2020-03-05 21:24:15","A","C","B","C","A","C","A","C","General Appearance; Suitability To Soils","Healthy leaves,stems and good branching habit.",30.93905,2.827127,1133.2,4.7,"7b45f1f4-b8b5-4ffb-b471-4269ca7a0629",357828104145142,"2019-11-05 16:33:14","2020-02-29 04:38:17","B","C","B","C","B","C","B","Stem Appearance; Plant Branching Habit; General Appearance","Healthy leaves","1582940284620.jpg","1582940295029.jpg",30.93901,2.827238,1117.2,4.9,"de2feabf-6971-45bb-b1ca-db6f7ca767d6",357828104145142,"2019-08-29 10:39:10","2019-08-29 14:39:01","B","C","C","B","A","B","Option C","Plant Vigor","Healthy leaves.",30.93893,2.827003,1110.3,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"de0d4cb0-1e3d-4b85-be9b-4876ee06adb0","355438910069452","2020-06-19 07:44:39",84,"A","C","A","C","A","C","A","C","A","C","A","C","A","C","A","C",3,"Better","Worst","Worst","2020-06-26 11:09:19",30.93915,2.827015,1303.8,5,"2470f32e-b674-49df-bfc1-77c38cbcf453","357828104145142","2020-06-23 08:26:12",84,"C","B","C","A","A","C","A","C","B","C","A","C","A","C","A","C",1,"Worst","Better","Worst","A","C","2020-07-23 13:30:51","163979b2-9c4b-4feb-9fee-98c2d8d53f34","355438910069452","2020-06-19 10:10:02",84,"A","C","C","B","A","B","C","B","A","B","B","C","A","B","A","B",2,"Worst","Worst","Worst","A","C","2020-06-26 10:43:36"
85,"UG130016 ","UG120124","MM16/0707","NaCRRI02","Nextgen IITA clones","Robert Kawuki","UG","9f812ace-c01e-4b64-ba04-784d0f650f4e",359027091121525,"2019-04-30 15:07:09","2019-04-30 18:39:27","Arua","Anguru",85,"Female",52,"Male",NA,30.93835,2.828263,1129.9,4.9,"2d24c272-9285-4a64-8db5-e8e2f286bb8e",357828104145142,"2020-02-28 13:24:04","2020-03-05 21:23:32","B","A","B","A","B","A","B","A","General Appearance; Plant Height; Suitability To Soils","Good branching habit",30.93828,2.828435,1129.3,4.6,"914202b8-6c4c-4c1c-95b4-fabaf7f439d6",357828104145142,"2019-11-05 16:24:58","2020-02-29 04:36:14","B","A","B","C","B","A","B","Stem Appearance; Plant Branching Habit; General Appearance",NA,"1582940162220.jpg","1582940171856.jpg",30.93828,2.828485,1120.3,5,"26d8def9-4ad9-4506-bf23-25a8e9f118e8",357828104145142,"2019-08-29 10:48:39","2019-08-29 14:38:56","C","A","C","A","C","A","Option B","Disease Resistance","Has many branches.",30.93808,2.828393,1143.4,5,"3e924eef-0c12-4cf8-ab3e-7fa2440781d2","359667094717025","2019-06-20 15:04:47","2019-06-23 10:47:09","2019-04-28","Flat","Regular","Sandy Loam","B","A","Most plants sprouted","Low sprouting","C","A","The height above ground","Short or stunted","B","A","Initial vigor and early sprouting","Poor vigor",1,2,2,"Two To Three Years",30.93836,2.828336,1130.5,4.5,"a5ced085-0caa-47d1-8cc7-15e66b1a92e0","355438910069452","2020-06-19 08:13:14",85,"B","C","B","C","B","C","B","C","B","C","A","C","A","C","B","C",1,"Better","Worst","Worst","2020-06-26 11:09:33",30.93787,2.828845,1298,4.9,"d0985a5c-00fc-4c1b-9ee3-52f99ce7c390","357828104145142","2020-06-23 10:27:30",85,"A","C","C","A","A","C","A","C","A","C","A","C","A","C","A","C",1,"Better","Better","Worst","A","C","2020-07-23 13:31:43","6fa1995e-36ae-486a-af9a-867320ed8053","355438910069452","2020-06-19 11:22:28",85,"B","C","A","B","A","C","A","B","A","B","A","B","A","B","A","B",2,"Worst","Worst","Worst","A","C","2020-06-26 10:44:01"
86,"MM16/1627  ","UG120193","UG120180","NaCRRI02","Nextgen IITA clones","Robert Kawuki","UG","543de7df-48f4-45fb-bafc-019caee2dda7",351856086769908,"2019-04-29 23:23:14","2019-05-03 02:11:41","Arua","Alivu",86,"Male",40,"Joint",NA,30.96203,2.833728,1070,4.551,"9f4ff764-3dfa-4a31-ae3e-60f64f725e9b",357828104145142,"2020-02-28 11:13:05","2020-03-05 21:31:16","B","C","B","C","B","C","B","C","General Appearance; Plant Height; Suitability To Soils","Good branching height,healthy leaves",30.96209,2.833742,1087.5,2.4,"92a202bc-0dc0-428a-ba77-32207bcfce97",357828104145142,"2019-11-05 18:11:39","2020-02-29 03:35:07","B","C","B","C","B","A","B","Stem Appearance; Plant Branching Habit; General Appearance","High growth vigor","1582936473120.jpg","1582936505287.jpg",30.96202,2.833787,1083.3,4,"ec06a5b3-cd16-4c60-9c82-b75282c5e46c",357828104145142,"2019-08-29 11:36:09","2019-08-29 14:38:36","A","B","A","C","B","C","Option B","Plant Vigor",NA,30.96197,2.833738,1093.6,4.7,"2a963ba0-153b-414b-8ffe-9dbf1a14701b","359667094787655","2019-06-20 14:17:20","2019-06-20 21:20:52","2019-04-28","Flat","Regular","Sandy Loam","A","B","Very high percentage germinatin","Low germination","A","B","Initial vigour high","Took longer to sprout with low vigor","A","B","Very vigorous","Poor plant texture",1,2,2,"Above Five Years",30.96207,2.833847,1070.6,5,"1498242c-de58-4d98-8a9a-6120a6759c73","33dacd938494c498","2020-06-19 12:43:06",86,"B","C","A","C","B","C","B","C","B","A","B","C","B","C","B","C",1,"Worst","Better","Worst","2020-07-14 12:43:43",30.96195,2.833608,1085.887,4.288,"c7961d7e-05de-4d7e-b5a2-787fbba43a14","33dacd938494c498","2020-06-23 11:58:34",86,"C","B","C","B","B","A","B","C","B","C","B","C","B","C","B","C",1,"Better","Better","Worst","B","C","2020-07-14 12:16:52","231e6ebb-8cd9-4447-8769-12f6e38984f4","33dacd938494c498","2020-06-19 15:27:18",86,"B","C","C","B","B","C","B","A","C","B","B","C","B","A","B","C",1,"Worst","Better","Worst","B","C","2020-07-14 12:06:37"
87,"UG120024 ","NAROCASS 1","MM06/123","NaCRRI02","Nextgen IITA clones","Robert Kawuki","UG","57854a6a-804a-4683-8740-a0e10f2abd4c",351856086769908,"2019-04-30 01:33:02","2019-05-03 02:12:29","Arua","Ombatika",87,"Male",55,"Joint",NA,30.97039,2.835933,1055,4.551,"90c6187f-1f99-458c-8f55-b9c13873aa0d",357828104145142,"2020-02-28 10:56:16","2020-03-05 21:22:05","B","C","B","A","B","A","B","C","General Appearance; Plant Height; Suitability To Soils",NA,30.97049,2.836052,1057.2,2.5,"145e1959-cc31-46c6-aa29-3100840fde5a",357828104145142,"2019-11-04 16:55:00","2020-02-29 03:44:31","B","A","B","C","B","A","B","Stem Appearance; Plant Branching Habit; General Appearance",NA,"1582937051865.jpg","1582937068453.jpg",30.97053,2.83606,1062.5,4.3,"6a6d2d03-a57d-4c98-b226-3594ec5116ad",357828104145142,"2019-08-29 11:55:48","2019-08-29 14:38:27","B","C","B","A","B","C","Option B","Plant Vigor; Disease Resistance","Bigger stems.",30.97042,2.83589,1031.7,4.8,"56fb6eb4-4fc2-4bd9-87cc-4c3dcbb8fc7b","355438910076150","2019-06-21 08:53:26","2019-06-23 07:43:54","2019-04-28","Flat","Good","Sandy","C","B","Good germination proportion","Weak plants","B","A","Fast growing","Tinny plsnts","B","A","Vigorous and good looking plants","Weak stems",1,2,2,"Above Five Years",30.97049,2.835912,1094.1,4.1,"5241b30c-7c6d-45e5-8d99-f90f3b49a51e","357828104145142","2020-06-19 14:10:52",87,"B","C","A","C","C","A","B","A","C","B","C","A","C","A","C","A",1,"Worst","Better","Better","2020-07-23 13:02:02",30.97061,2.835928,1062.1,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"e358f6b6-080b-416a-ac87-58d624eb840a","355438910069452","2020-06-19 13:09:50",87,"B","A","A","C","B","A","B","C","B","A","C","B","B","A","B","A",3,"Worst","Better","Worst","B","C","2020-06-26 10:44:11"
88,"UG120198","UG130007","UG120156","NaCRRI02","Nextgen IITA clones","Robert Kawuki","UG","83d5d0ce-7071-43ce-a270-75e685d8863e",351856086769908,"2019-04-30 02:30:16","2019-04-30 06:52:17","Arua","Alivu",88,"Male",32,"Male",NA,30.95831,2.83588,1075,4.551,"133378f5-df9b-48f9-a49d-38b31774e44b",357828104145142,"2020-02-28 11:28:08","2020-03-05 21:29:44","B","C","A","C","B","C","B","C","General Appearance; Suitability To Soils","Good branching habit",30.95827,2.835857,1085.4,2.3,"92295030-d29d-434a-b828-142a7974b9e9",357828104145142,"2019-11-05 15:57:00","2020-02-29 04:45:05","B","C","B","A","B","C","B","Stem Appearance; Plant Branching Habit; General Appearance",NA,"1582940693907.jpg","1582940703382.jpg",30.95832,2.835888,1090.6,4.7,"fb3196bc-ab95-40a5-a183-fee80421c8c3",357828104145142,"2019-08-29 11:24:32","2019-08-29 14:38:43","C","B","C","B","C","B","Option C","Disease Resistance",NA,30.95824,2.835662,988.9,4.8,"f66608ab-5471-496f-906a-c6f57bd4f56d","359667094717025","2019-06-20 15:35:44","2019-06-23 10:47:47","2019-04-28","Flat","Good","Sandy Loam","A","B","Most plants sprouted","Few germinated","C","B","Height above ground","Short or stunted","C","B","Initial vigor","Poor vigor and germination",2,1,2,"Above Five Years",30.95821,2.835878,1088,5,"1a0fe178-0b33-4705-ba7b-65c26f68eff4","33dacd938494c498","2020-06-19 11:37:54",88,"B","C","B","C","B","C","B","C","B","C","A","B","B","C","B","C",3,"Worst","Better","Better","2020-07-14 12:43:05",30.95823,2.835925,1083.254,4.288,"dd9ca028-03fd-446a-a0cf-c091c4ab4890","357828104145142","2020-06-23 12:26:53",88,"C","B","C","A","C","B","A","B","C","B","C","B","C","B","A","B",2,"Better","Worst","Better","C","B","2020-07-23 13:37:24","f0ab1810-c81a-48cc-9a7c-603a940511ac","33dacd938494c498","2020-06-19 14:49:57",88,"A","B","A","B","A","C","A","B","B","A","A","B","A","B","A","C",1,"Better","Worst","Better","A","C","2020-07-14 12:05:08"
89,"UG120180","MM06/123","UG120156","NaCRRI02","Nextgen IITA clones","Robert Kawuki","UG","33d6d379-17f1-4ff9-8db0-f17dfe47d51c",351856086769908,"2019-04-30 00:31:40","2019-05-03 02:13:18","Arua","Ombatika",89,"Male",34,"Male",NA,30.9792,2.830262,1029,4.551,"ad5863d7-07f6-4fba-bb9c-fb785cec78f6",357828104145142,"2020-02-28 13:46:33","2020-03-05 21:23:13","C","A","C","A","C","A","C","A","General Appearance; Plant Height; Suitability To Soils",NA,30.97938,2.830072,1010.5,5,"8188eb3a-7b9a-4324-885b-faaf3dbb6da6",357828104145142,"2019-11-05 18:37:42","2019-11-07 09:57:51","C","B","A","C","C","B","C","Stem Appearance; General Appearance","High growth rate","1572968541737.jpg","1572968583429.jpg",30.97915,2.830272,1044,3.2,"3f9d59eb-c3e5-4008-89b0-550a5b38504a",357828104145142,"2019-08-29 12:17:51","2019-08-29 14:38:13","B","A","B","A","B","C","Option B","Plant Vigor; Disease Resistance; Pest Resistance",NA,30.97923,2.83002,980.7,4.8,"5013453e-aa9f-4225-bb35-53dd3204ef60","359667094717025","2019-06-20 17:25:02","2019-06-23 10:48:10","2019-04-28","Average","Regular","Sandy Loam","B","C","All the stems sprouted","Few germinated","B","A","Height above ground","Stunted","B","C","Initial  vigor","Low vigor and germination",1,1,1,"Four To Five Years",30.97919,2.830227,1023.8,5,"22009923-6abf-4fe9-8149-fce117fbc7bf","357828104145142","2020-06-19 07:28:30",89,"C","A","B","A","B","C","A","C","C","B","A","B","B","C","B","C",3,"Better","Better","Better","2020-07-23 13:04:12",30.97927,2.830193,1044.3,2.5,"30481fbe-ab60-484c-a6b8-56502fb802a1","357828104145142","2020-06-23 07:59:41",89,"C","B","C","A","A","C","A","C","C","B","C","B","A","B","A","B",2,"Better","Better","Better","A","C","2020-07-23 13:30:30","f51caa7d-6f42-4638-9391-25a810b12496","357828104145142","2020-06-19 07:56:07",89,"A","B","C","B","B","C","A","B","B","C","A","B","A","B","A","B",1,"Better","Worst","Better","A","B","2020-07-23 13:24:53"
90,"UG130007","UG120198","UG130016 ","NaCRRI02","Nextgen IITA clones","Robert Kawuki","UG","059a443c-050c-4734-8fd8-8a08b9159518",351856086769908,"2019-04-30 03:14:08","2019-04-30 06:51:18","Arua","Alivu",90,"Female",24,"Male",NA,30.95863,2.829781,1091,4.551,"13e4bff4-5277-4966-beb8-315cd879faaa",357828104145142,"2020-02-28 11:40:06","2020-03-05 21:25:33","A","B","A","C","A","B","A","B","General Appearance; Plant Height; Suitability To Soils","Best branching habit,healthy leaves",30.9586,2.829705,1097.4,3.3,"fdc058a9-0f9c-4500-86f9-86e66bc7ff4a",357828104145142,"2019-11-05 16:08:08","2020-02-29 04:34:47","A","C","A","B","A","C","A","Stem Appearance; Plant Branching Habit; General Appearance",NA,"1582940071606.jpg","1582940081609.jpg",30.95858,2.829787,1077.7,4.5,"8327f6a3-4e59-4615-b78e-c7e45f430e1e",357828104145142,"2019-08-29 11:08:56","2019-08-29 14:38:49","A","B","A","B","A","B","Option A","Plant Vigor","Has healthy leaves.",30.9586,2.82963,1020,4.7,"8f9b46e8-1f3b-41c8-b364-fafab13b9a84","355438910076150","2019-06-20 07:41:31","2019-06-23 07:32:18","2019-04-28","Average","Good","Loam","A","B","Highest proportion germinated","Few plans germinated","C","A","Healthy leaves","Few stems per stool","B","A","Vigorous plants","Weak plants",1,1,1,"Above Five Years",30.95854,2.829698,1093.2,4.4,"af6a5c6f-7dba-45a9-8eba-fb6e45564055","33dacd938494c498","2020-06-19 09:59:56",90,"A","B","A","B","A","B","A","B","A","C","B","C","A","C","A","C",2,"Better","Better","Better","2020-07-14 12:42:23",30.95848,2.829797,1066.164,3.216,"31457e0e-a514-4f9b-85b7-c5e8f692f7c7","357828104145142","2020-06-23 11:47:32",90,"A","C","A","B","A","C","A","B","C","B","C","B","C","B","A","B",1,"Better","Better","Better","A","B","2020-07-23 13:37:01","3782b3ac-fcd3-4f79-9ea7-f864c5d009cf","33dacd938494c498","2020-06-19 11:58:50",90,"A","B","C","A","C","A","A","B","C","A","B","C","A","B","A","B",2,"Worst","Worst","Worst","A","B","2020-07-14 12:04:22"
91,"MM16/0707","MM16/1627  ","UG120024 ","NaCRRI02","Nextgen IITA clones","Robert Kawuki","UG","18110459-0c0d-438d-a6d9-4ffaadbb493e",359027091121525,"2019-05-01 10:36:36","2019-05-01 17:00:06","Arua","Alivu",91,"Male",NA,"Male",NA,30.96546,2.956945,1211.6,5,"49d8a15e-c44a-4d10-a59d-d2d07a4535f3",357828104145142,"2020-02-26 07:47:58","2020-02-26 07:54:56","B","C","B","C","B","C","B","C","General Appearance; Plant Height; Suitability To Soils","Good branching habit,healthy leaves.",30.96578,2.95669,1154,5,"dc84a3c7-a48b-4377-817d-59dceb2442dd",357828104145142,"2019-10-24 08:49:52","2020-02-29 03:33:41","B","C","B","C","B","C","B","Plant Branching Habit; Stem Appearance; General Appearance",NA,"1582936403230.jpg","1582936418628.jpg",30.96552,2.956778,1179,4.9,"e1399c04-63df-4f42-9815-86bafb025224",357828104145142,"2019-08-27 08:18:42","2019-08-27 17:10:54","A","C","B","C","B","C","Option B","Plant Vigor",NA,30.9658,2.956758,1165.7,4.5,"71445f2e-11d2-44d1-a521-be8aa6ccc0a1","359667094787655","2019-06-21 16:13:04","2019-06-23 10:45:07","2019-04-30","Average","Good","Sandy Loam","B","C","Variety characteristic","Variety difference","B","C","Variety characteristic","Variety characteristic","B","C","Good germination and vigour","Poor germination and vigour",2,2,2,"Above Five Years",30.96573,2.956714,1156.3,4.5,"9e9b4291-94ff-4798-9db8-1294c3b4da47","355438910069452","2020-06-16 12:49:31",91,"B","C","A","C","A","C","A","C","A","C","A","B","A","C","A","C",1,"Better","Better","Worst","2020-06-26 10:56:09",30.96536,2.956465,1153.3,5,"f726c47d-67df-4f52-9dc2-3d2a932a2095","355438910069452","2020-06-21 11:24:17",91,"C","B","A","B","C","B","B","A","B","A","B","A","B","A","B","A",1,"Worst","Better","Better","A","C","2020-06-26 10:49:05","3e296619-ad72-411c-84dd-c38f5beec10e","355438910069452","2020-06-16 15:24:57",91,"A","B","A","C","A","B","C","B","C","B","B","A","C","B","C","B",1,"Better","Worst","Better","C","B","2020-06-26 10:36:59"
92,"UG120193","UG130016 ","NAROCASS 1","NaCRRI02","Nextgen IITA clones","Robert Kawuki","UG","03a22a06-7c2a-44f0-89d9-fa8d18e694ee",359027091121525,"2019-05-01 11:13:44","2019-05-01 16:59:43","Arua","Apileva",92,"Male",26,"Female",NA,30.97214,2.961088,1164.2,5,"94250819-fed3-45a3-b7eb-bfe222405517",357828104145142,"2020-02-10 10:56:53","2020-02-14 21:53:32","A","B","A","B","A","B","A","B","General Appearance; Plant Height; Suitability To Soils","healthy leaves ,good branching habit",30.97242,2.960892,1125.5,0.9,"2a8bf3c5-ba39-4c0b-b3ab-ed4102472f8a",357828104145142,"2019-10-27 08:50:45","2020-02-29 03:32:52","A","B","A","B","A","B","A","Stem Appearance; Plant Branching Habit","Plant vigor","1582936348889.jpg","1582936369475.jpg",30.97239,2.960855,1100.2,3.5,"d93874b0-3297-493e-8906-2992432965ad",357828104145142,"2019-08-27 07:56:30","2019-08-27 17:11:44","C","A","C","A","A","B","Option A","Plant Vigor",NA,30.97236,2.960923,1111.2,3.9,"65a55332-ac62-48af-abc5-5de580856a53","359667094787655","2019-06-21 14:05:31","2019-06-23 10:44:37","2019-04-30","Average","Regular","Sandy Loam","A","C","High percentage germination","Low germination percentage","A","C","High vigour right from the start","Germinated poorly with very low vigour","A","B","High vigour and germination percentage","Looks poor in germination and plant texture is poor",1,2,2,"Above Five Years",30.97233,2.960916,1106.6,5,"f8cabdc7-71db-40f1-baea-6cfa4579aaf0","355438910069452","2020-06-16 08:30:34",92,"A","B","C","B","C","B","C","B","A","B","B","C","C","B","A","B",1,"Better","Worst","Better","2020-06-26 10:55:13",30.97237,2.96093,1118.6,4.8,"f60e25e7-b10c-4774-9605-dbf17657fc8e","355438910069452","2020-06-21 10:12:37",92,"B","C","B","A","A","B","A","B","A","B","A","B","A","B","A","B",1,"Better","Worst","Better","A","B","2020-06-26 10:45:27","703476f3-f977-4bf4-bd8d-97520b81c227","355438910069452","2020-06-16 10:46:56",92,"A","B","A","B","A","B","A","B","C","A","C","B","A","B","A","B",1,"Better","Better","Worst","A","B","2020-06-26 10:34:34"
93,"MM06/123","UG120124","UG130007","NaCRRI02","Nextgen IITA clones","Robert Kawuki","UG","c464e516-15ba-4a18-b250-c2635e0a016e",359027091121525,"2019-05-01 11:36:51","2019-05-01 16:59:28","Arua","Opileva",93,"Male",27,"Male",NA,30.97184,2.9593,1168.8,5,"24638a1f-ebb3-4d01-af75-be8f38515c40",357828104145142,"2020-02-10 10:51:48","2020-02-14 21:53:04","C","A","C","A","C","A","C","A","General Appearance; Plant Height; Suitability To Soils","good branching habit ,healthy leaves.",30.972,2.959322,1135.3,0.9,"2efb569d-8a60-4373-b8c9-e130e5a01148",357828104145142,"2019-10-27 08:44:22","2020-02-29 04:13:19","B","A","C","A","C","A","B","Stem Appearance","Plant vigor","1582938775927.jpg","1582938796086.jpg",30.97198,2.95924,1137.6,2.9,"7760baa2-ff53-4130-9afa-1c9cb5ec9606",357828104145142,"2019-08-27 07:59:00","2019-08-27 17:11:35","C","A","C","A","A","B","Option A","Plant Vigor",NA,30.97216,2.959267,1125.8,4.3,"24884b1a-5067-4d41-aeb6-8b12ac774aa5","359667094787655","2019-06-21 15:49:59","2019-06-23 10:50:19","2019-04-29","Average","Good","Loam","B","A","The portion of soil could be more fetirtile","Most likely that it`s a variety problem","B","A","The soil is fertile","General variety challenge","C","A","Has shinny leaves","Don`t like plant architecture",1,1,1,"Above Five Years",30.97195,2.95927,1134,5,"fa107445-e0b8-49d3-b8b5-2071bc9c1d49","355438910069452","2020-06-16 07:59:10",93,"C","A","C","A","C","A","C","A","C","A","B","A","C","A","C","A",1,"Worst","Better","Better","2020-06-26 10:55:03",30.97202,2.959258,1140.2,4.3,"15173901-846e-4aab-99fd-1634fd6e62d2","355438910069452","2020-06-21 10:19:44",93,"B","C","B","A","C","A","B","A","C","A","C","A","C","A","C","A",1,"Worst","Better","Better","C","A","2020-06-26 10:45:38","12a5d996-93f0-40c8-90d6-5d79092beab8","355438910069452","2020-06-16 11:45:55",93,"C","A","B","A","B","C","C","A","A","C","A","C","C","A","C","A",1,"Worst","Better","Better","C","A","2020-06-26 10:36:30"
